iter	RMSE
508	4.64240048
509	4.641585506
510	4.640588481
511	4.639940689
512	4.639226035
513	4.638512251
514	4.637821749
515	4.637018444
516	4.636342999
517	4.635514169
518	4.634814435
519	4.633940738
520	4.633304936
521	4.632768463
522	4.632144043
523	4.63142793
524	4.630597413
525	4.630097531
526	4.629432063
527	4.628410168
528	4.62771643
529	4.627059612
530	4.626430826
531	4.62584074
532	4.625152677
533	4.6245662
534	4.623210321
535	4.622616043
536	4.621902956
537	4.621287757
538	4.620592918
539	4.620094403
540	4.619330608
541	4.618599435
542	4.618038944
543	4.617350209
544	4.61660789
545	4.61541724
546	4.614831873
547	4.614375479
548	4.613925306
549	4.61348689
550	4.612910566
551	4.611927441
552	4.61147158
553	4.610729119
554	4.61021357
555	4.609572717
556	4.608836807
557	4.608088336
558	4.60747114
559	4.606923276
560	4.606414674
561	4.605904583
562	4.605365166
563	4.604622032
564	4.603944636
565	4.603355005
566	4.602782429
567	4.602144853
568	4.601425987
569	4.600873954
570	4.600432079
571	4.599973333
572	4.599526457
573	4.598763528
574	4.59814382
575	4.597499563
576	4.596859081
577	4.596271697
578	4.595663593
579	4.595029555
580	4.59447283
581	4.593958994
582	4.593306421
583	4.592597417
584	4.591971593
585	4.591423696
586	4.590834981
587	4.590417586
588	4.589641575
589	4.588707951
590	4.587816463
591	4.587237131
592	4.58664595
593	4.586219681
594	4.585592858
595	4.584908723
596	4.584286163
597	4.583375261
598	4.583014615
599	4.582261281
600	4.58165725
601	4.580800315
602	4.580231099
603	4.579801381
604	4.579329526
605	4.578878951
606	4.578211517
607	4.577677543
608	4.577095704
609	4.576533006
610	4.575974628
611	4.575323053
612	4.57475886
613	4.574159038
614	4.573517804
615	4.572865946
616	4.572273754
617	4.571724946
618	4.570936476
619	4.570503545
620	4.569960066
621	4.569440363
622	4.568852853
623	4.568042169
624	4.567451369
625	4.567010467
626	4.566465486
627	4.565799082
628	4.565087733
629	4.564431575
630	4.56391251
631	4.563386358
632	4.562971896
633	4.562232704
634	4.561653007
635	4.561040434
636	4.560568942
637	4.559932871
638	4.559335595
639	4.558847428
640	4.558330833
641	4.557906691
642	4.557442823
643	4.556868021
644	4.556411798
645	4.555975356
646	4.555538962
647	4.555079278
648	4.554711783
649	4.554240313
650	4.553792889
651	4.553265548
652	4.552648898
653	4.552287497
654	4.551912624
655	4.551440385
656	4.550891877
657	4.550209111
658	4.54975035
659	4.549319682
660	4.548651548
661	4.548011354
662	4.547150958
663	4.546505479
664	4.545984285
665	4.545561678
666	4.545107539
667	4.544565342
668	4.544102787
669	4.54366721
670	4.543081188
671	4.542477007
672	4.542041195
673	4.541721746
674	4.541162568
675	4.540583387
676	4.54005218
677	4.539517896
678	4.539092607
679	4.538768551
680	4.538408414
681	4.537547118
682	4.53701027
683	4.53639443
684	4.535885572
685	4.535403236
686	4.534903493
687	4.534446521
688	4.534005797
689	4.533452963
690	4.532844618
691	4.53240405
692	4.531983896
693	4.531277361
694	4.530715946
695	4.530286664
696	4.529636187
697	4.529165376
698	4.528658032
699	4.528200911
700	4.527543482
701	4.527102446
702	4.526352382
703	4.525811596
704	4.5254252
705	4.525014167
706	4.524609046
707	4.524162963
708	4.523712304
709	4.523164914
710	4.522607523
711	4.522078341
712	4.521526302
713	4.520951181
714	4.520470953
715	4.519923627
716	4.519404067
717	4.519004487
718	4.518455556
719	4.517798034
720	4.517409714
721	4.517040546
722	4.516545894
723	4.516141492
724	4.515685274
725	4.515237945
726	4.514805055
727	4.514321381
728	4.513747537
729	4.513428661
730	4.51279757
731	4.512134042
732	4.511797405
733	4.511339292
734	4.510937024
735	4.510476765
736	4.509938563
737	4.509570323
738	4.509208411
739	4.508560978
740	4.508166323
741	4.507738561
742	4.507261464
743	4.506748292
744	4.506429413
745	4.50595274
746	4.50559688
747	4.505187067
748	4.504796791
749	4.504372961
750	4.503942523
751	4.503567928
752	4.502966007
753	4.502614296
754	4.501909252
755	4.50148851
756	4.500985122
757	4.500580217
758	4.499929549
759	4.499481693
760	4.498800758
761	4.498337111
762	4.497843784
763	4.497225497
764	4.496633613
765	4.496056063
766	4.495611008
767	4.495141922
768	4.494594605
769	4.494140035
770	4.493658126
771	4.493061546
772	4.492714307
773	4.492307284
774	4.491864653
775	4.491235724
776	4.490751879
777	4.490258248
778	4.48984225
779	4.489511465
780	4.4891737
781	4.488769591
782	4.488390027
783	4.487926872
784	4.487529938
785	4.486915661
786	4.486502545
787	4.486100755
788	4.48583301
789	4.485392717
790	4.484826436
791	4.484555139
792	4.484249565
793	4.483970189
794	4.483587034
795	4.483210048
796	4.482941778
797	4.482628303
798	4.482379694
799	4.481977293
800	4.481443026
801	4.4810391
802	4.480545171
803	4.480110431
804	4.479563967
805	4.479125661
806	4.478797351
807	4.478486634
808	4.478113788
809	4.477787926
810	4.477410797
811	4.477085301
812	4.476758657
813	4.476269858
814	4.475877224
815	4.475496182
816	4.47517188
817	4.474795505
818	4.474138868
819	4.473617724
820	4.473210491
821	4.472909674
822	4.472611478
823	4.472253954
824	4.47171801
825	4.471222614
826	4.47092895
827	4.470574125
828	4.469857056
829	4.469396713
830	4.468937854
831	4.468529524
832	4.468168803
833	4.467915279
834	4.467473353
835	4.466942274
836	4.466629572
837	4.466240202
838	4.465787966
839	4.465450478
840	4.465029843
841	4.464667602
842	4.464330087
843	4.463894617
844	4.46365649
845	4.463325661
846	4.463015886
847	4.46272868
848	4.462149914
849	4.461781737
850	4.461297073
851	4.460932756
852	4.460636262
853	4.460403325
854	4.45998761
855	4.45956067
856	4.459145654
857	4.458799349
858	4.458472921
859	4.458075072
860	4.457791377
861	4.457400164
862	4.45711807
863	4.456781552
864	4.456447795
865	4.455906813
866	4.45545037
867	4.455122981
868	4.454727494
869	4.454385362
870	4.453921683
871	4.453588769
872	4.453136539
873	4.452789082
874	4.452412411
875	4.45189904
876	4.451578484
877	4.451048202
878	4.450745878
879	4.450408197
880	4.450158175
881	4.449827056
882	4.449421373
883	4.448945883
884	4.448542848
885	4.448314248
886	4.447982329
887	4.447583828
888	4.447300865
889	4.446925626
890	4.446476012
891	4.446033458
892	4.445663951
893	4.445312641
894	4.444828893
895	4.444531531
896	4.444198907
897	4.443906618
898	4.443582681
899	4.44322165
900	4.442882236
901	4.442522139
902	4.442166567
903	4.441955332
904	4.441607064
905	4.440920267
906	4.44065168
907	4.440242004
908	4.439895731
909	4.439615456
910	4.439277839
911	4.438927118
912	4.438601646
913	4.438239868
914	4.437772057
915	4.437459898
916	4.437244314
917	4.436891335
918	4.436630328
919	4.436310886
920	4.436002087
921	4.435626075
922	4.435447193
923	4.434991128
924	4.434733567
925	4.434504614
926	4.434209194
927	4.433951114
928	4.433635559
929	4.433231797
930	4.432839795
931	4.432582618
932	4.432233712
933	4.431765965
934	4.431460231
935	4.431140453
936	4.430770349
937	4.430415396
938	4.430175492
939	4.429925662
940	4.429510883
941	4.429300792
942	4.429083895
943	4.428842253
944	4.428537763
945	4.428258924
946	4.427904706
947	4.427598797
948	4.427347219
949	4.4270764
950	4.426805216
951	4.426515747
952	4.426063409
953	4.425789096
954	4.425396954
955	4.425059348
956	4.424609202
957	4.424386229
958	4.424150685
959	4.42386831
960	4.423549567
961	4.423102973
962	4.422829223
963	4.422471684
964	4.422067339
965	4.421624889
966	4.421289859
967	4.420979294
968	4.420628319
969	4.42033756
970	4.420128724
971	4.419851811
972	4.419428864
973	4.41910796
974	4.41864836
975	4.418426891
976	4.418140357
977	4.417825777
978	4.41749296
979	4.416969611
980	4.416673128
981	4.416396372
982	4.416156341
983	4.415877063
984	4.415454204
985	4.415196474
986	4.414835298
987	4.414457495
988	4.414242242
989	4.413999497
990	4.413615194
991	4.413215898
992	4.412852577
993	4.41254579
994	4.412209387
995	4.411901781
996	4.411604785
997	4.411297736
998	4.411019771
999	4.41074732
1000	4.410395731
1001	4.410149936
1002	4.409853153
1003	4.409590141
1004	4.40928007
1005	4.409122229
1006	4.408852094
1007	4.408524101
1008	4.408252568
1009	4.407897294
1010	4.407642533
1011	4.407417695
1012	4.407178411
1013	4.406919852
1014	4.406650848
1015	4.40632716
1016	4.40608201
1017	4.405738222
1018	4.405373988
1019	4.404981322
1020	4.404768835
1021	4.404545159
1022	4.40420545
1023	4.403902924
1024	4.403702579
1025	4.403402653
1026	4.403196283
1027	4.402893143
1028	4.402629333
1029	4.40236898
1030	4.401932596
1031	4.401526628
1032	4.401166192
1033	4.400874755
1034	4.400659897
1035	4.400374437
1036	4.400132977
1037	4.399838316
1038	4.399610332
1039	4.399284971
1040	4.399017541
1041	4.398681096
1042	4.398436367
1043	4.398109853
1044	4.397839506
1045	4.397594124
1046	4.397395701
1047	4.397028842
1048	4.396801861
1049	4.39648322
1050	4.396133093
1051	4.395808365
1052	4.395487108
1053	4.395087316
1054	4.394870148
1055	4.394525456
1056	4.394289257
1057	4.39400447
1058	4.393710252
1059	4.393501087
1060	4.393215235
1061	4.392787537
1062	4.392530297
1063	4.39215311
1064	4.391775558
1065	4.391553288
1066	4.39121034
1067	4.390836099
1068	4.390508638
1069	4.390135743
1070	4.389904975
1071	4.389671862
1072	4.3894283
1073	4.389074858
1074	4.388686995
1075	4.388531083
1076	4.388185932
1077	4.387932794
1078	4.387684221
1079	4.387408712
1080	4.387093363
1081	4.386862846
1082	4.386567697
1083	4.386311096
1084	4.38598378
1085	4.385677273
1086	4.385370722
1087	4.385167143
1088	4.384993591
1089	4.384698969
1090	4.384463764
1091	4.384206758
1092	4.383942426
1093	4.383668111
1094	4.383477483
1095	4.383250452
1096	4.382889209
1097	4.382684674
1098	4.382442058
1099	4.382092191
1100	4.381872643
1101	4.381601945
1102	4.381317841
1103	4.381070794
1104	4.380892086
1105	4.38065865
1106	4.380312739
1107	4.38007514
1108	4.379813241
1109	4.379604279
1110	4.379254339
1111	4.378873183
1112	4.378610639
1113	4.378223936
1114	4.377996319
1115	4.377734014
1116	4.377362073
1117	4.377181383
1118	4.37695208
1119	4.376715117
1120	4.376498407
1121	4.37613936
1122	4.375978689
1123	4.375758874
1124	4.375541335
1125	4.375235639
1126	4.374929839
1127	4.374700589
1128	4.374473697
1129	4.374197607
1130	4.373993636
1131	4.37372063
1132	4.373421548
1133	4.373080201
1134	4.372772371
1135	4.372526352
1136	4.372122008
1137	4.3719023
1138	4.371657723
1139	4.371428941
1140	4.37126113
1141	4.371097517
1142	4.370869871
1143	4.370589892
1144	4.370409144
1145	4.370170428
1146	4.369927333
1147	4.369635984
1148	4.369333594
1149	4.369115617
1150	4.368805545
1151	4.368531345
1152	4.368269497
1153	4.367914385
1154	4.367679927
1155	4.367365855
1156	4.367214257
1157	4.367012095
1158	4.366727148
1159	4.36651568
1160	4.366363372
1161	4.366135968
1162	4.365815248
1163	4.365264065
1164	4.365049169
1165	4.364857614
1166	4.364659676
1167	4.364344205
1168	4.3640546
1169	4.363857131
1170	4.363571461
1171	4.36325745
1172	4.363053202
1173	4.362864915
1174	4.362657433
1175	4.362320351
1176	4.362125091
1177	4.361884258
1178	4.361658806
1179	4.361327022
1180	4.361179936
1181	4.360880708
1182	4.360696181
1183	4.36038395
1184	4.360232338
1185	4.359959582
1186	4.35976992
1187	4.359541982
1188	4.359273038
1189	4.359061529
1190	4.358745477
1191	4.35848267
1192	4.358330467
1193	4.358146801
1194	4.357984708
1195	4.357665213
1196	4.357459457
1197	4.357210239
1198	4.357023137
1199	4.356764804
1200	4.356483714
1201	4.356269692
1202	4.356045359
1203	4.355795662
1204	4.355585395
1205	4.355403939
1206	4.355187591
1207	4.354851493
1208	4.354540016
1209	4.354403169
1210	4.354142732
1211	4.353825868
1212	4.353654572
1213	4.353405862
1214	4.353230321
1215	4.352919227
1216	4.352712532
1217	4.352473029
1218	4.352183762
1219	4.352017894
1220	4.351736395
1221	4.351563314
1222	4.351323675
1223	4.351177179
1224	4.350989021
1225	4.350786911
1226	4.350612309
1227	4.350382712
1228	4.350116286
1229	4.349891847
1230	4.349728819
1231	4.349456371
1232	4.349287326
1233	4.349052906
1234	4.348887188
1235	4.348722062
1236	4.348533303
1237	4.348344676
1238	4.348075484
1239	4.347885751
1240	4.347689952
1241	4.347491701
1242	4.347220822
1243	4.346993405
1244	4.3467193
1245	4.346471535
1246	4.34627713
1247	4.345932761
1248	4.345705901
1249	4.345404849
1250	4.345078822
1251	4.344890557
1252	4.344672941
1253	4.344471848
1254	4.344287381
1255	4.34410496
1256	4.343900739
1257	4.343646545
1258	4.343458781
1259	4.343240831
1260	4.34303121
1261	4.342759353
1262	4.342430401
1263	4.342265377
1264	4.341982703
1265	4.341785803
1266	4.341593462
1267	4.341403189
1268	4.341275145
1269	4.34106433
1270	4.340870555
1271	4.340705403
1272	4.340524696
1273	4.340327522
1274	4.340061756
1275	4.339713873
1276	4.339560299
1277	4.339225663
1278	4.338971093
1279	4.338824527
1280	4.338602423
1281	4.338461613
1282	4.338193317
1283	4.337986536
1284	4.337802904
1285	4.337617245
1286	4.33742149
1287	4.337275121
1288	4.337138508
1289	4.336871144
1290	4.336630787
1291	4.336362543
1292	4.336191328
1293	4.336055424
1294	4.335798222
1295	4.335518508
1296	4.335277287
1297	4.335059252
1298	4.334827142
1299	4.334620342
1300	4.334282193
1301	4.334051799
1302	4.333823224
1303	4.333661812
1304	4.333443097
1305	4.333236986
1306	4.333082666
1307	4.332851223
1308	4.332716427
1309	4.332562483
1310	4.332324315
1311	4.33207679
1312	4.331916025
1313	4.331746854
1314	4.331561296
1315	4.331410918
1316	4.331121309
1317	4.330820616
1318	4.330598927
1319	4.330427898
1320	4.330222483
1321	4.330031779
1322	4.32986152
1323	4.329631543
1324	4.329426062
1325	4.329287537
1326	4.329081259
1327	4.328907349
1328	4.328709665
1329	4.32854778
1330	4.328346406
1331	4.328169955
1332	4.32789359
1333	4.327731472
1334	4.327551042
1335	4.327293943
1336	4.327146025
1337	4.327026366
1338	4.326883417
1339	4.326686925
1340	4.32647186
1341	4.326324909
1342	4.3261504
1343	4.325954669
1344	4.325727893
1345	4.325584232
1346	4.325377212
1347	4.325215477
1348	4.325056766
1349	4.32490586
1350	4.324662548
1351	4.324480904
1352	4.324316309
1353	4.324138481
1354	4.323881463
1355	4.323716632
1356	4.323517308
1357	4.323355723
1358	4.323185283
1359	4.322917054
1360	4.322763223
1361	4.322580154
1362	4.322431965
1363	4.322216815
1364	4.322063776
1365	4.321748662
1366	4.321518442
1367	4.321303733
1368	4.321125384
1369	4.320874492
1370	4.320628481
1371	4.320388518
1372	4.320237565
1373	4.320078239
1374	4.319918989
1375	4.319725147
1376	4.319548043
1377	4.319388892
1378	4.319229451
1379	4.319029339
1380	4.318810596
1381	4.318539276
1382	4.318408765
1383	4.318212238
1384	4.317971943
1385	4.317677153
1386	4.317439662
1387	4.317195823
1388	4.317053953
1389	4.3168563
1390	4.316643935
1391	4.31647652
1392	4.316296789
1393	4.316148092
1394	4.316006461
1395	4.315835315
1396	4.315582361
1397	4.31536674
1398	4.315143675
1399	4.314862271
1400	4.314755421
1401	4.314486221
1402	4.314353654
1403	4.314177275
1404	4.314003609
1405	4.31378261
1406	4.313558419
1407	4.313413032
1408	4.31322887
1409	4.313070031
1410	4.312931628
1411	4.312777838
1412	4.312635091
1413	4.31237321
1414	4.312210463
1415	4.311966593
1416	4.311709823
1417	4.311470023
1418	4.311191113
1419	4.311052597
1420	4.310900805
1421	4.310743558
1422	4.310602258
1423	4.310376995
1424	4.310245958
1425	4.310030944
1426	4.309812278
1427	4.309574367
1428	4.309432973
1429	4.30929969
1430	4.309045984
1431	4.308831545
1432	4.308617081
1433	4.308411907
1434	4.308158814
1435	4.308016337
1436	4.30774775
1437	4.307552046
1438	4.307403093
1439	4.307250725
1440	4.307110051
1441	4.306914209
1442	4.306751261
1443	4.306539633
1444	4.306319843
1445	4.306169627
1446	4.306013538
1447	4.305872941
1448	4.305736001
1449	4.305565895
1450	4.305386538
1451	4.305243137
1452	4.305068555
1453	4.30475998
1454	4.304539553
1455	4.304364275
1456	4.304138965
1457	4.30388131
1458	4.303689833
1459	4.303561481
1460	4.303351334
1461	4.303161433
1462	4.302920414
1463	4.302728232
1464	4.302476172
1465	4.302288598
1466	4.302170256
1467	4.302022392
1468	4.301887493
1469	4.30174148
1470	4.301535672
1471	4.301369981
1472	4.301077394
1473	4.300832586
1474	4.300676469
1475	4.300515198
1476	4.30035106
1477	4.300189008
1478	4.299911558
1479	4.299756438
1480	4.299562569
1481	4.299400847
1482	4.299282129
1483	4.299135061
1484	4.298996309
1485	4.298811336
1486	4.298612379
1487	4.298395563
1488	4.298138415
1489	4.297939996
1490	4.297780811
1491	4.297635432
1492	4.297328267
1493	4.297147471
1494	4.296911532
1495	4.296743059
1496	4.296584141
1497	4.296443881
1498	4.296300878
1499	4.296166744
1500	4.295943366
1501	4.295714213
1502	4.295541144
1503	4.295289944
1504	4.295176751
1505	4.29495427
1506	4.294804536
1507	4.294651205
1508	4.29448297
1509	4.294345138
1510	4.294213826
1511	4.293977553
1512	4.293820195
1513	4.293519681
1514	4.293381213
1515	4.293224095
1516	4.293072631
1517	4.292895243
1518	4.292760906
1519	4.292568522
1520	4.29241442
1521	4.292198197
1522	4.292039878
1523	4.291909533
1524	4.291753785
1525	4.291562416
1526	4.291418631
1527	4.291260474
1528	4.29113066
1529	4.29092082
1530	4.290692542
1531	4.290562594
1532	4.290438831
1533	4.2903125
1534	4.290135564
1535	4.289946781
1536	4.289832275
1537	4.289657134
1538	4.289456605
1539	4.289279682
1540	4.289121008
1541	4.288971743
1542	4.288826865
1543	4.288672042
1544	4.288570739
1545	4.288418375
1546	4.288268828
1547	4.288121247
1548	4.287982041
1549	4.287827606
1550	4.287595257
1551	4.287304573
1552	4.287121804
1553	4.286982996
1554	4.286852414
1555	4.286686941
1556	4.286488261
1557	4.286341316
1558	4.286176856
1559	4.285987306
1560	4.28584284
1561	4.285565907
1562	4.285392508
1563	4.285267731
1564	4.285015317
1565	4.284869903
1566	4.284716346
1567	4.284542564
1568	4.284373411
1569	4.284197367
1570	4.284062759
1571	4.283906125
1572	4.283678838
1573	4.283555496
1574	4.283432042
1575	4.283243594
1576	4.283002161
1577	4.282815721
1578	4.282685131
1579	4.282497935
1580	4.282328171
1581	4.282188347
1582	4.282012262
1583	4.28179759
1584	4.281523128
1585	4.281433533
1586	4.28125648
1587	4.281082796
1588	4.280907275
1589	4.280738107
1590	4.280607572
1591	4.28041542
1592	4.280282925
1593	4.28016516
1594	4.279940667
1595	4.279794333
1596	4.279622189
1597	4.279486265
1598	4.279337995
1599	4.279148081
1600	4.278929953
1601	4.278757277
1602	4.278609552
1603	4.278475968
1604	4.278264919
1605	4.278100681
1606	4.277965193
1607	4.277866597
1608	4.277701109
1609	4.277518499
1610	4.277372496
1611	4.277222719
1612	4.27709291
1613	4.276872802
1614	4.276753579
1615	4.276623785
1616	4.276511304
1617	4.276394042
1618	4.276274275
1619	4.276103154
1620	4.276000916
1621	4.275782946
1622	4.275647335
1623	4.275486038
1624	4.275316438
1625	4.275209951
1626	4.275058547
1627	4.274939413
1628	4.274732599
1629	4.274551986
1630	4.274390778
1631	4.274210562
1632	4.274070096
1633	4.273872232
1634	4.273695821
1635	4.273558615
1636	4.273431811
1637	4.273284049
1638	4.273108361
1639	4.27292893
1640	4.27264169
1641	4.272417551
1642	4.272305984
1643	4.272158457
1644	4.272069565
1645	4.271845799
1646	4.271746131
1647	4.271597224
1648	4.271418106
1649	4.271207431
1650	4.271100161
1651	4.270981262
1652	4.27080369
1653	4.270681714
1654	4.270440169
1655	4.270211329
1656	4.27009389
1657	4.269955371
1658	4.269810269
1659	4.269672443
1660	4.269516857
1661	4.269382391
1662	4.269231838
1663	4.269066013
